sample_id,elapsed_s,raw_stats
46,46,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 326/322/104/60, dlsch_errors 58, pucch0_DTX 333, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 386310|UE 1234: ulsch_rounds 275/275/131/131, ulsch_DTX 233, ulsch_errors 130, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 317075, ulsch_total_bytes_received 166032|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
47,47,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 330/325/104/60, dlsch_errors 58, pucch0_DTX 333, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 391050|UE 1234: ulsch_rounds 278/277/132/132, ulsch_DTX 233, ulsch_errors 131, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 320534, ulsch_total_bytes_received 168338|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
48,48,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 333/329/104/60, dlsch_errors 58, pucch0_DTX 333, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 394605|UE 1234: ulsch_rounds 280/280/133/133, ulsch_DTX 233, ulsch_errors 132, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 322840, ulsch_total_bytes_received 170644|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
49,49,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 339/334/105/60, dlsch_errors 58, pucch0_DTX 334, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 401715|UE 1234: ulsch_rounds 285/285/134/134, ulsch_DTX 233, ulsch_errors 133, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 328605, ulsch_total_bytes_received 174103|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
50,50,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 342/338/107/62, dlsch_errors 59, pucch0_DTX 339, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 405270|UE 1234: ulsch_rounds 289/289/136/135, ulsch_DTX 233, ulsch_errors 134, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 333217, ulsch_total_bytes_received 177562|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
51,51,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 347/343/107/62, dlsch_errors 59, pucch0_DTX 339, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 411195|UE 1234: ulsch_rounds 293/292/137/137, ulsch_DTX 233, ulsch_errors 136, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 337829, ulsch_total_bytes_received 179868|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
52,52,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 352/348/108/62, dlsch_errors 59, pucch0_DTX 342, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 417120|UE 1234: ulsch_rounds 297/297/138/138, ulsch_DTX 233, ulsch_errors 137, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 342441, ulsch_total_bytes_received 184480|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
53,53,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 358/353/108/62, dlsch_errors 59, pucch0_DTX 343, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 424230|UE 1234: ulsch_rounds 301/301/140/139, ulsch_DTX 233, ulsch_errors 138, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 347053, ulsch_total_bytes_received 186786|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
54,54,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 363/358/109/62, dlsch_errors 59, pucch0_DTX 344, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 430155|UE 1234: ulsch_rounds 305/305/141/141, ulsch_DTX 233, ulsch_errors 140, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 351665, ulsch_total_bytes_received 190245|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
55,55,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 369/364/109/62, dlsch_errors 59, pucch0_DTX 345, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 437265|UE 1234: ulsch_rounds 310/310/142/142, ulsch_DTX 233, ulsch_errors 141, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 357430, ulsch_total_bytes_received 193704|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
56,56,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 374/370/109/62, dlsch_errors 59, pucch0_DTX 346, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 443190|UE 1234: ulsch_rounds 314/313/144/144, ulsch_DTX 233, ulsch_errors 143, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 362042, ulsch_total_bytes_received 196010|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
57,57,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 379/375/110/62, dlsch_errors 59, pucch0_DTX 347, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 449115|UE 1234: ulsch_rounds 318/318/145/145, ulsch_DTX 233, ulsch_errors 144, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 366654, ulsch_total_bytes_received 199469|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
58,58,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 384/380/111/62, dlsch_errors 59, pucch0_DTX 350, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 455040|UE 1234: ulsch_rounds 322/322/147/146, ulsch_DTX 233, ulsch_errors 145, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 371266, ulsch_total_bytes_received 202928|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
59,59,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 389/384/113/62, dlsch_errors 59, pucch0_DTX 353, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 460965|UE 1234: ulsch_rounds 326/326/148/148, ulsch_DTX 233, ulsch_errors 147, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 375878, ulsch_total_bytes_received 205234|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
60,60,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 394/390/113/62, dlsch_errors 59, pucch0_DTX 353, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 466890|UE 1234: ulsch_rounds 331/330/149/149, ulsch_DTX 233, ulsch_errors 148, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 381643, ulsch_total_bytes_received 209846|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
61,61,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 399/395/114/62, dlsch_errors 59, pucch0_DTX 354, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 472815|UE 1234: ulsch_rounds 334/334/151/151, ulsch_DTX 233, ulsch_errors 150, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 385102, ulsch_total_bytes_received 212152|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
62,62,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 405/400/114/62, dlsch_errors 59, pucch0_DTX 356, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 479925|UE 1234: ulsch_rounds 339/338/152/152, ulsch_DTX 233, ulsch_errors 151, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 390867, ulsch_total_bytes_received 215611|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
63,63,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 411/406/114/62, dlsch_errors 59, pucch0_DTX 358, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 487035|UE 1234: ulsch_rounds 343/343/153/153, ulsch_DTX 233, ulsch_errors 152, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 395479, ulsch_total_bytes_received 219070|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
64,64,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 415/410/116/63, dlsch_errors 59, pucch0_DTX 361, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 491775|UE 1234: ulsch_rounds 347/347/155/155, ulsch_DTX 233, ulsch_errors 154, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 400091, ulsch_total_bytes_received 221376|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
65,65,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 420/415/117/63, dlsch_errors 59, pucch0_DTX 363, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 497700|UE 1234: ulsch_rounds 352/351/156/156, ulsch_DTX 233, ulsch_errors 155, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 405856, ulsch_total_bytes_received 225988|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
66,66,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 424/420/119/63, dlsch_errors 59, pucch0_DTX 365, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 502440|UE 1234: ulsch_rounds 355/355/158/158, ulsch_DTX 233, ulsch_errors 156, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 409315, ulsch_total_bytes_received 228294|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
67,67,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 429/424/121/63, dlsch_errors 59, pucch0_DTX 368, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 508365|UE 1234: ulsch_rounds 360/359/159/159, ulsch_DTX 233, ulsch_errors 158, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 415080, ulsch_total_bytes_received 231753|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
68,68,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 433/429/123/63, dlsch_errors 59, pucch0_DTX 371, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 513105|UE 1234: ulsch_rounds 364/364/160/160, ulsch_DTX 233, ulsch_errors 159, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 419692, ulsch_total_bytes_received 235212|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
69,69,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 438/433/124/64, dlsch_errors 59, pucch0_DTX 375, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 519030|UE 1234: ulsch_rounds 368/367/162/162, ulsch_DTX 233, ulsch_errors 161, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 424304, ulsch_total_bytes_received 237518|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
70,70,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 444/438/124/64, dlsch_errors 59, pucch0_DTX 376, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 526140|UE 1234: ulsch_rounds 372/372/163/163, ulsch_DTX 233, ulsch_errors 162, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 428916, ulsch_total_bytes_received 242130|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
71,71,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 449/444/124/64, dlsch_errors 59, pucch0_DTX 376, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 532065|UE 1234: ulsch_rounds 376/376/165/164, ulsch_DTX 233, ulsch_errors 163, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 433528, ulsch_total_bytes_received 244436|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
72,72,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 453/448/125/64, dlsch_errors 59, pucch0_DTX 378, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 536805|UE 1234: ulsch_rounds 379/379/166/166, ulsch_DTX 233, ulsch_errors 164, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 436987, ulsch_total_bytes_received 246742|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
73,73,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 457/451/125/64, dlsch_errors 59, pucch0_DTX 378, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 541545|UE 1234: ulsch_rounds 382/382/167/166, ulsch_DTX 233, ulsch_errors 165, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 440446, ulsch_total_bytes_received 249048|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
74,74,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 460/455/125/64, dlsch_errors 59, pucch0_DTX 379, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 545100|UE 1234: ulsch_rounds 385/385/167/167, ulsch_DTX 233, ulsch_errors 166, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 443905, ulsch_total_bytes_received 251354|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
75,75,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 465/460/126/65, dlsch_errors 59, pucch0_DTX 383, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 551025|UE 1234: ulsch_rounds 389/389/169/169, ulsch_DTX 233, ulsch_errors 168, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 448517, ulsch_total_bytes_received 254813|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
76,76,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 471/465/126/65, dlsch_errors 59, pucch0_DTX 385, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 558135|UE 1234: ulsch_rounds 394/393/170/170, ulsch_DTX 233, ulsch_errors 169, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 454282, ulsch_total_bytes_received 258272|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
77,77,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 476/470/127/65, dlsch_errors 59, pucch0_DTX 386, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 564060|UE 1234: ulsch_rounds 397/397/172/172, ulsch_DTX 233, ulsch_errors 171, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 457741, ulsch_total_bytes_received 260578|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
78,78,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 482/476/127/65, dlsch_errors 59, pucch0_DTX 387, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 571170|UE 1234: ulsch_rounds 402/402/173/173, ulsch_DTX 233, ulsch_errors 172, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 463506, ulsch_total_bytes_received 264037|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
79,79,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 486/480/129/66, dlsch_errors 59, pucch0_DTX 391, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 575910|UE 1234: ulsch_rounds 406/406/175/174, ulsch_DTX 233, ulsch_errors 173, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 468118, ulsch_total_bytes_received 267496|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
80,80,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 491/484/130/66, dlsch_errors 59, pucch0_DTX 392, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 581835|UE 1234: ulsch_rounds 410/409/176/176, ulsch_DTX 233, ulsch_errors 175, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 472730, ulsch_total_bytes_received 269802|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
81,81,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 496/490/130/66, dlsch_errors 59, pucch0_DTX 392, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 587760|UE 1234: ulsch_rounds 414/414/177/177, ulsch_DTX 233, ulsch_errors 176, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 477342, ulsch_total_bytes_received 273261|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
82,82,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 501/495/131/66, dlsch_errors 59, pucch0_DTX 393, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 593685|UE 1234: ulsch_rounds 418/418/179/178, ulsch_DTX 233, ulsch_errors 177, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 481954, ulsch_total_bytes_received 276720|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
83,83,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 507/500/131/66, dlsch_errors 59, pucch0_DTX 394, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 600795|UE 1234: ulsch_rounds 422/422/180/180, ulsch_DTX 233, ulsch_errors 179, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 486566, ulsch_total_bytes_received 279026|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
84,84,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 509/503/132/67, dlsch_errors 59, pucch0_DTX 396, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 603165|UE 1234: ulsch_rounds 425/424/181/181, ulsch_DTX 233, ulsch_errors 180, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 490025, ulsch_total_bytes_received 281332|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
85,85,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 514/508/133/67, dlsch_errors 59, pucch0_DTX 397, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 609090|UE 1234: ulsch_rounds 429/429/182/182, ulsch_DTX 233, ulsch_errors 181, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 494637, ulsch_total_bytes_received 284791|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
86,86,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 519/513/134/67, dlsch_errors 59, pucch0_DTX 400, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 615015|UE 1234: ulsch_rounds 433/433/184/183, ulsch_DTX 233, ulsch_errors 182, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 499249, ulsch_total_bytes_received 288250|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
87,87,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 524/518/135/67, dlsch_errors 59, pucch0_DTX 401, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 620940|UE 1234: ulsch_rounds 437/437/185/185, ulsch_DTX 233, ulsch_errors 184, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 503861, ulsch_total_bytes_received 291709|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
88,88,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 529/522/137/67, dlsch_errors 59, pucch0_DTX 404, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 626865|UE 1234: ulsch_rounds 442/441/186/186, ulsch_DTX 233, ulsch_errors 185, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 509626, ulsch_total_bytes_received 295168|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
89,89,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 534/528/138/67, dlsch_errors 59, pucch0_DTX 406, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 632790|UE 1234: ulsch_rounds 445/445/188/188, ulsch_DTX 233, ulsch_errors 187, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 513085, ulsch_total_bytes_received 297474|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
90,90,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 540/533/138/67, dlsch_errors 59, pucch0_DTX 406, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 639900|UE 1234: ulsch_rounds 450/450/189/189, ulsch_DTX 233, ulsch_errors 188, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 518850, ulsch_total_bytes_received 300933|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
91,91,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -45 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 545/539/138/67, dlsch_errors 59, pucch0_DTX 408, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 645825|UE 1234: ulsch_rounds 454/454/191/190, ulsch_DTX 233, ulsch_errors 189, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 523462, ulsch_total_bytes_received 304392|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
92,92,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 551/544/138/67, dlsch_errors 59, pucch0_DTX 408, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 652935|UE 1234: ulsch_rounds 458/458/192/192, ulsch_DTX 233, ulsch_errors 191, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 528074, ulsch_total_bytes_received 306698|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
