sample_id,elapsed_s,raw_stats
41,41,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP 0 (0 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3021/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3579885|UE 1234: ulsch_rounds 2035/430/430/305, ulsch_DTX 237, ulsch_errors 131, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2310739, ulsch_total_bytes_received 2194159|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||X||
42,42,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3078/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3647430|UE 1234: ulsch_rounds 2073/438/437/309, ulsch_DTX 237, ulsch_errors 131, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2353881, ulsch_total_bytes_received 2237973|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
43,43,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3141/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3722085|UE 1234: ulsch_rounds 2115/445/445/315, ulsch_DTX 237, ulsch_errors 132, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2401539, ulsch_total_bytes_received 2285246|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
44,44,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3205/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3797925|UE 1234: ulsch_rounds 2158/453/453/320, ulsch_DTX 237, ulsch_errors 135, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2450350, ulsch_total_bytes_received 2331366|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
45,45,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3268/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3872580|UE 1234: ulsch_rounds 2200/461/461/325, ulsch_DTX 237, ulsch_errors 138, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2498104, ulsch_total_bytes_received 2376333|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
46,46,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3331/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3947235|UE 1234: ulsch_rounds 2241/469/469/331, ulsch_DTX 237, ulsch_errors 139, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2544609, ulsch_total_bytes_received 2422453|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
47,47,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3394/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4021890|UE 1234: ulsch_rounds 2282/477/477/337, ulsch_DTX 237, ulsch_errors 141, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2591114, ulsch_total_bytes_received 2467420|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
48,48,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3457/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4096545|UE 1234: ulsch_rounds 2324/485/485/342, ulsch_DTX 237, ulsch_errors 142, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2638772, ulsch_total_bytes_received 2514693|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
49,49,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3520/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4171200|UE 1234: ulsch_rounds 2367/493/493/346, ulsch_DTX 237, ulsch_errors 143, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2687583, ulsch_total_bytes_received 2563119|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
50,50,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3583/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4245855|UE 1234: ulsch_rounds 2408/501/501/352, ulsch_DTX 237, ulsch_errors 145, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2734088, ulsch_total_bytes_received 2608086|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
51,51,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3646/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4320510|UE 1234: ulsch_rounds 2450/509/508/358, ulsch_DTX 237, ulsch_errors 148, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2781746, ulsch_total_bytes_received 2653053|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
52,52,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3709/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4395165|UE 1234: ulsch_rounds 2493/516/516/363, ulsch_DTX 237, ulsch_errors 149, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2830557, ulsch_total_bytes_received 2701479|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
53,53,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3772/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4469820|UE 1234: ulsch_rounds 2534/524/524/369, ulsch_DTX 237, ulsch_errors 150, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2877158, ulsch_total_bytes_received 2748752|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
54,54,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3835/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4544475|UE 1234: ulsch_rounds 2575/532/532/375, ulsch_DTX 237, ulsch_errors 154, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2923663, ulsch_total_bytes_received 2791413|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
55,55,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3899/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4620315|UE 1234: ulsch_rounds 2619/540/540/378, ulsch_DTX 237, ulsch_errors 155, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2973627, ulsch_total_bytes_received 2840992|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
56,56,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3962/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4694970|UE 1234: ulsch_rounds 2662/548/548/383, ulsch_DTX 237, ulsch_errors 156, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3022438, ulsch_total_bytes_received 2888265|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
57,57,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4025/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4769625|UE 1234: ulsch_rounds 2704/556/556/388, ulsch_DTX 237, ulsch_errors 159, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3070096, ulsch_total_bytes_received 2933232|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
58,58,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4088/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4844280|UE 1234: ulsch_rounds 2747/564/564/392, ulsch_DTX 237, ulsch_errors 159, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3118907, ulsch_total_bytes_received 2982811|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
59,59,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4151/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4918935|UE 1234: ulsch_rounds 2792/572/572/394, ulsch_DTX 237, ulsch_errors 159, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3170024, ulsch_total_bytes_received 3035849|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
