sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 113/59/58/58, dlsch_errors 58, pucch0_DTX 233, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 133905|UE 1234: ulsch_rounds 96/64/64/64, ulsch_DTX 232, ulsch_errors 64, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 110016, ulsch_total_bytes_received 35743|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 52 bytes RX||
11,11,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 251/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 297435|UE 1234: ulsch_rounds 181/82/82/82, ulsch_DTX 232, ulsch_errors 82, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 206389, ulsch_total_bytes_received 114147|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
12,12,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 277/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 328245|UE 1234: ulsch_rounds 198/85/85/85, ulsch_DTX 232, ulsch_errors 84, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 225702, ulsch_total_bytes_received 130289|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
13,13,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 289/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 342465|UE 1234: ulsch_rounds 206/87/86/86, ulsch_DTX 232, ulsch_errors 85, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 234734, ulsch_total_bytes_received 138360|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
14,14,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 302/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 357870|UE 1234: ulsch_rounds 214/88/88/88, ulsch_DTX 232, ulsch_errors 87, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 243862, ulsch_total_bytes_received 145278|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
15,15,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 315/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 373275|UE 1234: ulsch_rounds 221/90/90/90, ulsch_DTX 232, ulsch_errors 88, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 251741, ulsch_total_bytes_received 152196|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
16,16,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 327/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 387495|UE 1234: ulsch_rounds 230/91/91/91, ulsch_DTX 232, ulsch_errors 90, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 262022, ulsch_total_bytes_received 161420|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX||
17,17,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 340/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 402900|UE 1234: ulsch_rounds 237/93/93/93, ulsch_DTX 232, ulsch_errors 92, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 269901, ulsch_total_bytes_received 167185|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX|||
18,18,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 353/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 418305|UE 1234: ulsch_rounds 246/95/94/94, ulsch_DTX 232, ulsch_errors 93, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 280086, ulsch_total_bytes_received 175256|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX|||
19,19,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 365/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 432525|UE 1234: ulsch_rounds 253/96/96/96, ulsch_DTX 232, ulsch_errors 95, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 288061, ulsch_total_bytes_received 182174|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX|||
20,20,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 378/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 447930|UE 1234: ulsch_rounds 261/98/98/97, ulsch_DTX 232, ulsch_errors 96, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 297093, ulsch_total_bytes_received 189092|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX|||
21,21,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 391/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 463335|UE 1234: ulsch_rounds 270/99/99/99, ulsch_DTX 232, ulsch_errors 98, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 307374, ulsch_total_bytes_received 197163|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX|||
22,22,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 403/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 477555|UE 1234: ulsch_rounds 276/101/101/101, ulsch_DTX 232, ulsch_errors 100, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 314100, ulsch_total_bytes_received 202928|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX||
23,23,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 416/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 492960|UE 1234: ulsch_rounds 286/102/102/102, ulsch_DTX 232, ulsch_errors 101, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 325438, ulsch_total_bytes_received 212152|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX||
24,24,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 429/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 508365|UE 1234: ulsch_rounds 293/104/104/104, ulsch_DTX 232, ulsch_errors 103, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 333413, ulsch_total_bytes_received 217917|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX||
25,25,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 442/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 523770|UE 1234: ulsch_rounds 301/106/106/105, ulsch_DTX 232, ulsch_errors 104, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 342445, ulsch_total_bytes_received 225988|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
26,26,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 454/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 537990|UE 1234: ulsch_rounds 309/107/107/107, ulsch_DTX 232, ulsch_errors 106, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 351573, ulsch_total_bytes_received 234059|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
27,27,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 467/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 553395|UE 1234: ulsch_rounds 316/109/109/109, ulsch_DTX 232, ulsch_errors 107, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 359452, ulsch_total_bytes_received 239824|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
28,28,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 480/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 568800|UE 1234: ulsch_rounds 326/110/110/110, ulsch_DTX 232, ulsch_errors 109, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 370790, ulsch_total_bytes_received 249048|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
29,29,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 493/60/58/58, dlsch_errors 58, pucch0_DTX 234, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 584205|UE 1234: ulsch_rounds 333/112/112/112, ulsch_DTX 232, ulsch_errors 111, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 378765, ulsch_total_bytes_received 254813|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
30,30,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 504/61/58/58, dlsch_errors 58, pucch0_DTX 235, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 597240|UE 1234: ulsch_rounds 341/114/113/113, ulsch_DTX 232, ulsch_errors 112, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 387797, ulsch_total_bytes_received 262884|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
31,31,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 517/61/58/58, dlsch_errors 58, pucch0_DTX 235, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 612645|UE 1234: ulsch_rounds 349/115/115/115, ulsch_DTX 232, ulsch_errors 114, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 396925, ulsch_total_bytes_received 269802|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
32,32,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 530/61/58/58, dlsch_errors 58, pucch0_DTX 235, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 628050|UE 1234: ulsch_rounds 356/117/117/117, ulsch_DTX 232, ulsch_errors 115, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 404804, ulsch_total_bytes_received 276720|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
33,33,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 543/61/58/58, dlsch_errors 58, pucch0_DTX 235, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 643455|UE 1234: ulsch_rounds 365/118/118/118, ulsch_DTX 232, ulsch_errors 117, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 415085, ulsch_total_bytes_received 285944|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
34,34,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 555/61/58/58, dlsch_errors 58, pucch0_DTX 235, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 657675|UE 1234: ulsch_rounds 372/120/120/120, ulsch_DTX 232, ulsch_errors 119, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 422964, ulsch_total_bytes_received 291709|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
35,35,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 568/61/58/58, dlsch_errors 58, pucch0_DTX 235, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 673080|UE 1234: ulsch_rounds 381/122/121/121, ulsch_DTX 232, ulsch_errors 120, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 433149, ulsch_total_bytes_received 299780|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
36,36,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 580/62/58/58, dlsch_errors 58, pucch0_DTX 236, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 687300|UE 1234: ulsch_rounds 389/123/123/123, ulsch_DTX 232, ulsch_errors 122, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 442277, ulsch_total_bytes_received 306698|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
37,37,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 592/62/58/58, dlsch_errors 58, pucch0_DTX 236, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 701520|UE 1234: ulsch_rounds 396/125/125/124, ulsch_DTX 232, ulsch_errors 123, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 450156, ulsch_total_bytes_received 313616|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
38,38,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 604/63/58/58, dlsch_errors 58, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 715740|UE 1234: ulsch_rounds 405/126/126/126, ulsch_DTX 232, ulsch_errors 125, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 460437, ulsch_total_bytes_received 322840|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
39,39,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 617/63/58/58, dlsch_errors 58, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 731145|UE 1234: ulsch_rounds 412/128/128/128, ulsch_DTX 232, ulsch_errors 127, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 468316, ulsch_total_bytes_received 327452|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
40,40,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 630/63/58/58, dlsch_errors 58, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 746550|UE 1234: ulsch_rounds 421/130/129/129, ulsch_DTX 232, ulsch_errors 128, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 478501, ulsch_total_bytes_received 336676|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
41,41,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 642/63/58/58, dlsch_errors 58, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 760770|UE 1234: ulsch_rounds 428/131/131/131, ulsch_DTX 232, ulsch_errors 130, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 486476, ulsch_total_bytes_received 343594|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
42,42,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 654/64/58/58, dlsch_errors 58, pucch0_DTX 238, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 774990|UE 1234: ulsch_rounds 436/133/133/132, ulsch_DTX 232, ulsch_errors 131, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 495508, ulsch_total_bytes_received 350512|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
43,43,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 666/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 789210|UE 1234: ulsch_rounds 444/134/134/134, ulsch_DTX 232, ulsch_errors 133, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 504636, ulsch_total_bytes_received 358583|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
44,44,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 678/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 803430|UE 1234: ulsch_rounds 451/136/136/136, ulsch_DTX 232, ulsch_errors 135, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 512515, ulsch_total_bytes_received 364348|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
45,45,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 691/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 818835|UE 1234: ulsch_rounds 461/137/137/137, ulsch_DTX 232, ulsch_errors 136, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 523853, ulsch_total_bytes_received 373572|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
