sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 113/59/58/58, dlsch_errors 58, pucch0_DTX 233, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 133905|UE 1234: ulsch_rounds 96/64/64/64, ulsch_DTX 232, ulsch_errors 64, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 110016, ulsch_total_bytes_received 35743|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 52 bytes RX||
46,46,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 704/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 834240|UE 1234: ulsch_rounds 468/139/139/139, ulsch_DTX 232, ulsch_errors 138, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 531828, ulsch_total_bytes_received 379337|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
47,47,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 717/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 849645|UE 1234: ulsch_rounds 476/141/141/140, ulsch_DTX 232, ulsch_errors 139, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 540860, ulsch_total_bytes_received 387408|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
48,48,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 729/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 863865|UE 1234: ulsch_rounds 484/142/142/142, ulsch_DTX 232, ulsch_errors 141, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 549988, ulsch_total_bytes_received 395479|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
49,49,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 742/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 879270|UE 1234: ulsch_rounds 491/144/144/144, ulsch_DTX 232, ulsch_errors 142, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 557867, ulsch_total_bytes_received 401244|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
50,50,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 755/65/58/58, dlsch_errors 58, pucch0_DTX 239, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 894675|UE 1234: ulsch_rounds 501/145/145/145, ulsch_DTX 232, ulsch_errors 144, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 569205, ulsch_total_bytes_received 410468|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
51,51,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 765/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 906525|UE 1234: ulsch_rounds 507/147/147/147, ulsch_DTX 232, ulsch_errors 146, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 576027, ulsch_total_bytes_received 416233|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
52,52,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 778/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 921930|UE 1234: ulsch_rounds 516/149/148/148, ulsch_DTX 232, ulsch_errors 147, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 586212, ulsch_total_bytes_received 424304|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
53,53,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 791/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 937335|UE 1234: ulsch_rounds 524/150/150/150, ulsch_DTX 232, ulsch_errors 149, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 595340, ulsch_total_bytes_received 431222|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
54,54,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 804/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 952740|UE 1234: ulsch_rounds 531/152/152/152, ulsch_DTX 232, ulsch_errors 150, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 603219, ulsch_total_bytes_received 438140|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
55,55,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 816/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 966960|UE 1234: ulsch_rounds 540/153/153/153, ulsch_DTX 232, ulsch_errors 152, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 613500, ulsch_total_bytes_received 447364|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
56,56,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 829/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 982365|UE 1234: ulsch_rounds 547/155/155/155, ulsch_DTX 232, ulsch_errors 154, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 621379, ulsch_total_bytes_received 453129|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
57,57,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 842/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 997770|UE 1234: ulsch_rounds 556/157/156/156, ulsch_DTX 232, ulsch_errors 155, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 631564, ulsch_total_bytes_received 461200|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
58,58,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 855/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1013175|UE 1234: ulsch_rounds 564/158/158/158, ulsch_DTX 232, ulsch_errors 157, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 640692, ulsch_total_bytes_received 468118|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
59,59,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 867/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1027395|UE 1234: ulsch_rounds 571/160/160/159, ulsch_DTX 232, ulsch_errors 158, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 648571, ulsch_total_bytes_received 475036|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
60,60,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 880/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1042800|UE 1234: ulsch_rounds 580/161/161/161, ulsch_DTX 232, ulsch_errors 160, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 658852, ulsch_total_bytes_received 483107|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
61,61,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 893/67/58/58, dlsch_errors 58, pucch0_DTX 241, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1058205|UE 1234: ulsch_rounds 587/163/163/163, ulsch_DTX 232, ulsch_errors 162, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 666731, ulsch_total_bytes_received 488872|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 156 bytes RX||
62,62,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 904/68/58/58, dlsch_errors 58, pucch0_DTX 242, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1071240|UE 1234: ulsch_rounds 596/164/164/164, ulsch_DTX 232, ulsch_errors 163, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 676916, ulsch_total_bytes_received 498096|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
63,63,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 917/68/58/58, dlsch_errors 58, pucch0_DTX 242, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1086645|UE 1234: ulsch_rounds 603/166/166/166, ulsch_DTX 232, ulsch_errors 165, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 684891, ulsch_total_bytes_received 505014|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
64,64,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 930/68/58/58, dlsch_errors 58, pucch0_DTX 242, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1102050|UE 1234: ulsch_rounds 611/168/168/167, ulsch_DTX 232, ulsch_errors 166, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 693923, ulsch_total_bytes_received 511932|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
65,65,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 942/68/58/58, dlsch_errors 58, pucch0_DTX 242, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1116270|UE 1234: ulsch_rounds 619/169/169/169, ulsch_DTX 232, ulsch_errors 168, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 703051, ulsch_total_bytes_received 520003|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
66,66,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 955/68/58/58, dlsch_errors 58, pucch0_DTX 242, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1131675|UE 1234: ulsch_rounds 626/171/171/171, ulsch_DTX 232, ulsch_errors 168, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 711026, ulsch_total_bytes_received 526921|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
67,67,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP 0 (0 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 967/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1145895|UE 1234: ulsch_rounds 636/172/172/172, ulsch_DTX 232, ulsch_errors 170, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 722364, ulsch_total_bytes_received 536145|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||X||
68,68,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 979/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1160115|UE 1234: ulsch_rounds 642/174/174/174, ulsch_DTX 232, ulsch_errors 172, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 729186, ulsch_total_bytes_received 541910|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
69,69,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 992/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1175520|UE 1234: ulsch_rounds 651/176/175/175, ulsch_DTX 232, ulsch_errors 173, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 739371, ulsch_total_bytes_received 549981|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
70,70,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1005/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1190925|UE 1234: ulsch_rounds 659/177/177/177, ulsch_DTX 232, ulsch_errors 175, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 748499, ulsch_total_bytes_received 556899|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
71,71,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1018/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1206330|UE 1234: ulsch_rounds 666/179/179/179, ulsch_DTX 232, ulsch_errors 176, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 756378, ulsch_total_bytes_received 563817|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
72,72,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1030/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1220550|UE 1234: ulsch_rounds 675/180/180/180, ulsch_DTX 232, ulsch_errors 178, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 766659, ulsch_total_bytes_received 573041|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
73,73,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1043/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1235955|UE 1234: ulsch_rounds 682/182/182/182, ulsch_DTX 232, ulsch_errors 180, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 774538, ulsch_total_bytes_received 577653|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
74,74,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1056/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1251360|UE 1234: ulsch_rounds 691/184/183/183, ulsch_DTX 232, ulsch_errors 181, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 784723, ulsch_total_bytes_received 586877|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
75,75,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1069/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1266765|UE 1234: ulsch_rounds 698/185/185/185, ulsch_DTX 232, ulsch_errors 183, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 792698, ulsch_total_bytes_received 593795|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
76,76,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -47 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1081/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1280985|UE 1234: ulsch_rounds 706/187/187/186, ulsch_DTX 232, ulsch_errors 184, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 801730, ulsch_total_bytes_received 600713|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
77,77,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -47 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1094/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1296390|UE 1234: ulsch_rounds 715/188/188/188, ulsch_DTX 232, ulsch_errors 186, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 812011, ulsch_total_bytes_received 608784|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
78,78,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1107/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1311795|UE 1234: ulsch_rounds 722/190/190/190, ulsch_DTX 232, ulsch_errors 188, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 819890, ulsch_total_bytes_received 614549|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
79,79,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1119/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1326015|UE 1234: ulsch_rounds 731/191/191/191, ulsch_DTX 232, ulsch_errors 189, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 830075, ulsch_total_bytes_received 623773|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
80,80,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1132/69/58/58, dlsch_errors 58, pucch0_DTX 243, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1341420|UE 1234: ulsch_rounds 738/193/193/193, ulsch_DTX 232, ulsch_errors 191, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 838050, ulsch_total_bytes_received 629538|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
81,81,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1144/70/58/58, dlsch_errors 58, pucch0_DTX 244, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1355640|UE 1234: ulsch_rounds 746/195/195/194, ulsch_DTX 232, ulsch_errors 192, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 847082, ulsch_total_bytes_received 637609|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
82,82,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1156/70/58/58, dlsch_errors 58, pucch0_DTX 244, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1369860|UE 1234: ulsch_rounds 754/196/196/196, ulsch_DTX 232, ulsch_errors 194, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 856210, ulsch_total_bytes_received 645680|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
83,83,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1169/70/58/58, dlsch_errors 58, pucch0_DTX 244, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1385265|UE 1234: ulsch_rounds 761/198/198/198, ulsch_DTX 232, ulsch_errors 196, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 864089, ulsch_total_bytes_received 651445|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
84,84,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1182/70/58/58, dlsch_errors 58, pucch0_DTX 244, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1400670|UE 1234: ulsch_rounds 771/199/199/199, ulsch_DTX 232, ulsch_errors 197, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 875427, ulsch_total_bytes_received 660669|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
85,85,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1195/70/58/58, dlsch_errors 58, pucch0_DTX 244, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1416075|UE 1234: ulsch_rounds 778/201/201/201, ulsch_DTX 232, ulsch_errors 199, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 883402, ulsch_total_bytes_received 666434|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
86,86,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1206/71/58/58, dlsch_errors 58, pucch0_DTX 245, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1429110|UE 1234: ulsch_rounds 786/203/202/202, ulsch_DTX 232, ulsch_errors 200, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 892434, ulsch_total_bytes_received 674505|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
87,87,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1219/71/58/58, dlsch_errors 58, pucch0_DTX 245, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1444515|UE 1234: ulsch_rounds 794/204/204/204, ulsch_DTX 232, ulsch_errors 202, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 901562, ulsch_total_bytes_received 681423|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX||
88,88,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1232/71/58/58, dlsch_errors 58, pucch0_DTX 245, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1459920|UE 1234: ulsch_rounds 801/206/206/206, ulsch_DTX 232, ulsch_errors 203, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 909441, ulsch_total_bytes_received 688341|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
89,89,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1244/71/58/58, dlsch_errors 58, pucch0_DTX 245, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1474140|UE 1234: ulsch_rounds 810/207/207/207, ulsch_DTX 232, ulsch_errors 205, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 919722, ulsch_total_bytes_received 697565|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
90,90,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1257/71/58/58, dlsch_errors 58, pucch0_DTX 245, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1489545|UE 1234: ulsch_rounds 817/209/209/209, ulsch_DTX 232, ulsch_errors 207, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 927601, ulsch_total_bytes_received 702177|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
91,91,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1270/71/58/58, dlsch_errors 58, pucch0_DTX 245, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1504950|UE 1234: ulsch_rounds 826/211/210/210, ulsch_DTX 232, ulsch_errors 208, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 937786, ulsch_total_bytes_received 711401|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
