sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 113/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 133905|UE 1234: ulsch_rounds 95/64/64/64, ulsch_DTX 231, ulsch_errors 62, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 108959, ulsch_total_bytes_received 36896|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 52 bytes RX||
11,11,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 246/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 291510|UE 1234: ulsch_rounds 179/81/81/79, ulsch_DTX 231, ulsch_errors 73, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 204179, ulsch_total_bytes_received 121065|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
12,12,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 252/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 298620|UE 1234: ulsch_rounds 183/82/82/79, ulsch_DTX 231, ulsch_errors 73, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 208695, ulsch_total_bytes_received 125677|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
13,13,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 259/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 306915|UE 1234: ulsch_rounds 188/83/82/80, ulsch_DTX 231, ulsch_errors 74, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 214364, ulsch_total_bytes_received 130289|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
14,14,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 266/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 315210|UE 1234: ulsch_rounds 193/83/83/81, ulsch_DTX 231, ulsch_errors 74, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 220033, ulsch_total_bytes_received 136054|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
15,15,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 275/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 325875|UE 1234: ulsch_rounds 198/85/84/82, ulsch_DTX 231, ulsch_errors 74, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 225702, ulsch_total_bytes_received 141819|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
16,16,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 288/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 341280|UE 1234: ulsch_rounds 206/86/86/84, ulsch_DTX 231, ulsch_errors 76, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 234830, ulsch_total_bytes_received 148737|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
17,17,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 300/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 355500|UE 1234: ulsch_rounds 213/88/88/85, ulsch_DTX 231, ulsch_errors 77, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 242709, ulsch_total_bytes_received 155655|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
18,18,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 312/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 369720|UE 1234: ulsch_rounds 221/89/89/87, ulsch_DTX 231, ulsch_errors 79, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 251837, ulsch_total_bytes_received 163726|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
19,19,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 323/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 382755|UE 1234: ulsch_rounds 228/91/90/88, ulsch_DTX 231, ulsch_errors 80, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 259716, ulsch_total_bytes_received 169491|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 104 bytes RX||
20,20,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 335/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 396975|UE 1234: ulsch_rounds 235/92/92/90, ulsch_DTX 231, ulsch_errors 82, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 267691, ulsch_total_bytes_received 175256|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX||
21,21,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 347/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 411195|UE 1234: ulsch_rounds 243/94/93/91, ulsch_DTX 231, ulsch_errors 83, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 276723, ulsch_total_bytes_received 183327|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 104 bytes RX|||
22,22,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 360/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 426600|UE 1234: ulsch_rounds 251/95/95/93, ulsch_DTX 231, ulsch_errors 85, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 285851, ulsch_total_bytes_received 190245|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
23,23,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 372/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 440820|UE 1234: ulsch_rounds 258/97/97/94, ulsch_DTX 231, ulsch_errors 86, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 293730, ulsch_total_bytes_received 197163|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
24,24,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 385/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 456225|UE 1234: ulsch_rounds 267/98/98/96, ulsch_DTX 231, ulsch_errors 88, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 304011, ulsch_total_bytes_received 205234|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
25,25,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 397/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 470445|UE 1234: ulsch_rounds 273/100/100/98, ulsch_DTX 231, ulsch_errors 90, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 310737, ulsch_total_bytes_received 210999|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
26,26,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 409/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 484665|UE 1234: ulsch_rounds 282/101/101/99, ulsch_DTX 231, ulsch_errors 91, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 321018, ulsch_total_bytes_received 220223|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
27,27,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 422/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 500070|UE 1234: ulsch_rounds 290/103/103/100, ulsch_DTX 231, ulsch_errors 92, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 330050, ulsch_total_bytes_received 227141|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
28,28,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 434/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 514290|UE 1234: ulsch_rounds 300/104/104/100, ulsch_DTX 231, ulsch_errors 92, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 341388, ulsch_total_bytes_received 238671|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
29,29,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 447/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 529695|UE 1234: ulsch_rounds 307/106/106/102, ulsch_DTX 231, ulsch_errors 94, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 349363, ulsch_total_bytes_received 244436|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
30,30,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 459/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 543915|UE 1234: ulsch_rounds 315/108/107/103, ulsch_DTX 231, ulsch_errors 95, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 358395, ulsch_total_bytes_received 252507|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
31,31,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 472/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 559320|UE 1234: ulsch_rounds 323/109/109/105, ulsch_DTX 231, ulsch_errors 97, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 367523, ulsch_total_bytes_received 259425|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
32,32,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 484/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 573540|UE 1234: ulsch_rounds 330/111/111/106, ulsch_DTX 231, ulsch_errors 98, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 375402, ulsch_total_bytes_received 266343|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
33,33,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 497/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 588945|UE 1234: ulsch_rounds 339/112/112/108, ulsch_DTX 231, ulsch_errors 100, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 385683, ulsch_total_bytes_received 274414|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
34,34,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 508/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 601980|UE 1234: ulsch_rounds 345/114/114/109, ulsch_DTX 231, ulsch_errors 101, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 392409, ulsch_total_bytes_received 280179|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
35,35,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 519/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 615015|UE 1234: ulsch_rounds 352/115/115/111, ulsch_DTX 231, ulsch_errors 103, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 400384, ulsch_total_bytes_received 287097|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
36,36,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 530/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 628050|UE 1234: ulsch_rounds 360/116/116/112, ulsch_DTX 231, ulsch_errors 104, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 409416, ulsch_total_bytes_received 294015|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
37,37,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 541/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 641085|UE 1234: ulsch_rounds 365/118/118/114, ulsch_DTX 231, ulsch_errors 106, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 415085, ulsch_total_bytes_received 298627|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
38,38,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 552/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 654120|UE 1234: ulsch_rounds 373/119/119/115, ulsch_DTX 231, ulsch_errors 107, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 424213, ulsch_total_bytes_received 306698|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
39,39,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 563/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 667155|UE 1234: ulsch_rounds 380/121/120/116, ulsch_DTX 231, ulsch_errors 108, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 432092, ulsch_total_bytes_received 312463|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
40,40,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 574/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 680190|UE 1234: ulsch_rounds 386/122/122/118, ulsch_DTX 231, ulsch_errors 110, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 438914, ulsch_total_bytes_received 318228|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
41,41,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 585/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 693225|UE 1234: ulsch_rounds 394/123/123/119, ulsch_DTX 231, ulsch_errors 111, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 448042, ulsch_total_bytes_received 326299|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
42,42,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 596/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 706260|UE 1234: ulsch_rounds 400/125/125/120, ulsch_DTX 231, ulsch_errors 112, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 454768, ulsch_total_bytes_received 330911|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
43,43,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 607/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 719295|UE 1234: ulsch_rounds 407/126/126/122, ulsch_DTX 231, ulsch_errors 114, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 462743, ulsch_total_bytes_received 337829|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
44,44,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 619/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 733515|UE 1234: ulsch_rounds 415/128/127/123, ulsch_DTX 231, ulsch_errors 115, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 471775, ulsch_total_bytes_received 344747|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
45,45,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 630/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 746550|UE 1234: ulsch_rounds 423/129/129/123, ulsch_DTX 231, ulsch_errors 115, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 480903, ulsch_total_bytes_received 353971|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
