channel_type,mcs,noise_power_dB,trial,dl_first_tx,dl_errors,dl_bler,dl_harq,ul_first_tx,ul_errors,ul_bler
BICTR_LUNAR,9,6,1,86,86,1.000000,86/85/86/86,86,86,1.000000
BICTR_LUNAR,9,6,2,79,79,1.000000,79/80/80/80,79,79,1.000000
BICTR_LUNAR,9,4,1,80,80,1.000000,80/80/80/80,80,80,1.000000
