sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 420/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 497700|UE 1234: ulsch_rounds 303/105/105/86, ulsch_DTX 237, ulsch_errors 70, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 345039, ulsch_total_bytes_received 267496|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 104 bytes RX||
16,16,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1447/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1714695|UE 1234: ulsch_rounds 985/234/234/173, ulsch_DTX 237, ulsch_errors 100, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1119001, ulsch_total_bytes_received 1019252|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 156 bytes RX||
17,17,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1509/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1788165|UE 1234: ulsch_rounds 1030/241/241/176, ulsch_DTX 237, ulsch_errors 100, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1170118, ulsch_total_bytes_received 1071137|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 156 bytes RX||
18,18,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1570/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1860450|UE 1234: ulsch_rounds 1071/249/249/180, ulsch_DTX 237, ulsch_errors 102, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1216719, ulsch_total_bytes_received 1117257|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 156 bytes RX||
19,19,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1632/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 1933920|UE 1234: ulsch_rounds 1111/257/257/186, ulsch_DTX 237, ulsch_errors 103, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1262071, ulsch_total_bytes_received 1162224|UE 1234: LCID 4: 156 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
20,20,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1694/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2007390|UE 1234: ulsch_rounds 1154/265/264/190, ulsch_DTX 237, ulsch_errors 104, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1310882, ulsch_total_bytes_received 1209497|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
21,21,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1756/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2080860|UE 1234: ulsch_rounds 1195/272/272/196, ulsch_DTX 237, ulsch_errors 106, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1357483, ulsch_total_bytes_received 1254464|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
22,22,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1818/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2154330|UE 1234: ulsch_rounds 1233/280/280/204, ulsch_DTX 237, ulsch_errors 109, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1400529, ulsch_total_bytes_received 1294819|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
23,23,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1880/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2227800|UE 1234: ulsch_rounds 1274/288/288/209, ulsch_DTX 237, ulsch_errors 111, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1447034, ulsch_total_bytes_received 1340939|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
24,24,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 1942/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2301270|UE 1234: ulsch_rounds 1316/296/295/214, ulsch_DTX 237, ulsch_errors 114, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1494692, ulsch_total_bytes_received 1384753|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
25,25,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2005/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2375925|UE 1234: ulsch_rounds 1358/303/303/220, ulsch_DTX 237, ulsch_errors 116, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1542350, ulsch_total_bytes_received 1430873|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
26,26,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2067/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2449395|UE 1234: ulsch_rounds 1397/311/311/227, ulsch_DTX 237, ulsch_errors 118, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1586645, ulsch_total_bytes_received 1473534|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
27,27,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2129/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2522865|UE 1234: ulsch_rounds 1438/319/319/232, ulsch_DTX 237, ulsch_errors 120, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1633150, ulsch_total_bytes_received 1518501|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
28,28,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2191/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2596335|UE 1234: ulsch_rounds 1479/327/327/237, ulsch_DTX 237, ulsch_errors 122, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1679655, ulsch_total_bytes_received 1563468|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
29,29,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2253/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2669805|UE 1234: ulsch_rounds 1521/334/334/243, ulsch_DTX 237, ulsch_errors 124, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1727313, ulsch_total_bytes_received 1609588|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
30,30,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2308/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2734980|UE 1234: ulsch_rounds 1557/341/341/248, ulsch_DTX 237, ulsch_errors 125, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1768245, ulsch_total_bytes_received 1649943|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
31,31,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2368/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2806080|UE 1234: ulsch_rounds 1598/349/349/251, ulsch_DTX 237, ulsch_errors 125, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1814750, ulsch_total_bytes_received 1698369|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
32,32,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2429/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2878365|UE 1234: ulsch_rounds 1639/356/356/257, ulsch_DTX 237, ulsch_errors 126, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1861255, ulsch_total_bytes_received 1743336|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
33,33,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2491/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 2951835|UE 1234: ulsch_rounds 1679/364/364/263, ulsch_DTX 237, ulsch_errors 127, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1906703, ulsch_total_bytes_received 1788303|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
34,34,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2553/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3025305|UE 1234: ulsch_rounds 1719/372/372/269, ulsch_DTX 237, ulsch_errors 127, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1952055, ulsch_total_bytes_received 1834423|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
35,35,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2615/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3098775|UE 1234: ulsch_rounds 1760/380/380/274, ulsch_DTX 237, ulsch_errors 129, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 1998560, ulsch_total_bytes_received 1879390|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
36,36,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2677/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3172245|UE 1234: ulsch_rounds 1803/387/387/279, ulsch_DTX 237, ulsch_errors 131, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2047371, ulsch_total_bytes_received 1926663|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
37,37,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2739/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3245715|UE 1234: ulsch_rounds 1845/395/395/283, ulsch_DTX 237, ulsch_errors 132, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2095125, ulsch_total_bytes_received 1973936|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
38,38,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2801/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3319185|UE 1234: ulsch_rounds 1884/403/403/290, ulsch_DTX 237, ulsch_errors 136, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2139324, ulsch_total_bytes_received 2014291|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
39,39,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2863/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3392655|UE 1234: ulsch_rounds 1927/411/411/293, ulsch_DTX 237, ulsch_errors 136, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2188135, ulsch_total_bytes_received 2063870|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
40,40,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2925/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3466125|UE 1234: ulsch_rounds 1969/418/418/299, ulsch_DTX 237, ulsch_errors 138, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2235793, ulsch_total_bytes_received 2109990|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
41,41,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 2987/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3539595|UE 1234: ulsch_rounds 2010/426/426/304, ulsch_DTX 237, ulsch_errors 141, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2282394, ulsch_total_bytes_received 2154957|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
42,42,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3050/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3614250|UE 1234: ulsch_rounds 2052/434/434/308, ulsch_DTX 237, ulsch_errors 144, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2330052, ulsch_total_bytes_received 2199924|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
43,43,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3112/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3687720|UE 1234: ulsch_rounds 2093/442/442/314, ulsch_DTX 237, ulsch_errors 146, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2376557, ulsch_total_bytes_received 2243738|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
44,44,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3174/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3761190|UE 1234: ulsch_rounds 2139/450/449/315, ulsch_DTX 237, ulsch_errors 147, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2428827, ulsch_total_bytes_received 2295623|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
