sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 420/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 497700|UE 1234: ulsch_rounds 303/105/105/86, ulsch_DTX 237, ulsch_errors 70, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 345039, ulsch_total_bytes_received 267496|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 104 bytes RX||
45,45,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3236/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3834660|UE 1234: ulsch_rounds 2180/457/457/321, ulsch_DTX 237, ulsch_errors 149, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2475428, ulsch_total_bytes_received 2340590|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
46,46,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3298/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3908130|UE 1234: ulsch_rounds 2221/465/465/326, ulsch_DTX 237, ulsch_errors 150, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2521933, ulsch_total_bytes_received 2387863|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
47,47,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3361/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 3982785|UE 1234: ulsch_rounds 2264/473/473/330, ulsch_DTX 237, ulsch_errors 152, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2570744, ulsch_total_bytes_received 2433983|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
48,48,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3417/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4049145|UE 1234: ulsch_rounds 2300/480/480/336, ulsch_DTX 237, ulsch_errors 153, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2611580, ulsch_total_bytes_received 2474338|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
49,49,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3459/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4098915|UE 1234: ulsch_rounds 2328/485/485/340, ulsch_DTX 237, ulsch_errors 155, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2643384, ulsch_total_bytes_received 2504316|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
50,50,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3504/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4152240|UE 1234: ulsch_rounds 2357/491/491/344, ulsch_DTX 237, ulsch_errors 158, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2676245, ulsch_total_bytes_received 2534294|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
51,51,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3558/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4216230|UE 1234: ulsch_rounds 2393/498/497/349, ulsch_DTX 237, ulsch_errors 158, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2717081, ulsch_total_bytes_received 2575802|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
52,52,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3621/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4290885|UE 1234: ulsch_rounds 2437/505/505/353, ulsch_DTX 237, ulsch_errors 159, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2767045, ulsch_total_bytes_received 2625381|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
53,53,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3683/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4364355|UE 1234: ulsch_rounds 2478/513/513/358, ulsch_DTX 237, ulsch_errors 162, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2813646, ulsch_total_bytes_received 2669195|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
54,54,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3745/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4437825|UE 1234: ulsch_rounds 2522/521/521/360, ulsch_DTX 237, ulsch_errors 162, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2863610, ulsch_total_bytes_received 2719927|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
55,55,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3807/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4511295|UE 1234: ulsch_rounds 2565/529/529/363, ulsch_DTX 237, ulsch_errors 162, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2912421, ulsch_total_bytes_received 2769506|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
56,56,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3870/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4585950|UE 1234: ulsch_rounds 2607/536/536/369, ulsch_DTX 237, ulsch_errors 163, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 2960079, ulsch_total_bytes_received 2816779|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
57,57,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3931/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4658235|UE 1234: ulsch_rounds 2646/544/544/376, ulsch_DTX 237, ulsch_errors 166, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3004374, ulsch_total_bytes_received 2858287|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
58,58,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 3990/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4728150|UE 1234: ulsch_rounds 2685/552/551/381, ulsch_DTX 237, ulsch_errors 168, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3048573, ulsch_total_bytes_received 2900948|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
59,59,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4052/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4801620|UE 1234: ulsch_rounds 2727/559/559/386, ulsch_DTX 237, ulsch_errors 169, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3096327, ulsch_total_bytes_received 2948221|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
60,60,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4113/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4873905|UE 1234: ulsch_rounds 2767/567/567/391, ulsch_DTX 237, ulsch_errors 171, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3141679, ulsch_total_bytes_received 2993188|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
61,61,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4175/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 4947375|UE 1234: ulsch_rounds 2810/575/575/394, ulsch_DTX 237, ulsch_errors 172, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3190490, ulsch_total_bytes_received 3040461|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
62,62,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4238/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5022030|UE 1234: ulsch_rounds 2853/583/582/399, ulsch_DTX 237, ulsch_errors 174, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3239301, ulsch_total_bytes_received 3087734|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
63,63,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4300/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5095500|UE 1234: ulsch_rounds 2895/590/590/404, ulsch_DTX 237, ulsch_errors 176, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3287055, ulsch_total_bytes_received 3133854|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
64,64,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4360/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5166600|UE 1234: ulsch_rounds 2933/598/598/410, ulsch_DTX 237, ulsch_errors 177, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3330101, ulsch_total_bytes_received 3176515|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
65,65,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4422/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5240070|UE 1234: ulsch_rounds 2975/606/605/415, ulsch_DTX 237, ulsch_errors 179, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3377759, ulsch_total_bytes_received 3222635|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
66,66,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4485/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5314725|UE 1234: ulsch_rounds 3018/613/613/420, ulsch_DTX 237, ulsch_errors 182, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3426570, ulsch_total_bytes_received 3268755|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
67,67,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4548/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5389380|UE 1234: ulsch_rounds 3059/621/621/426, ulsch_DTX 237, ulsch_errors 184, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3473171, ulsch_total_bytes_received 3313722|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
68,68,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4604/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5455740|UE 1234: ulsch_rounds 3096/628/628/431, ulsch_DTX 237, ulsch_errors 186, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3515160, ulsch_total_bytes_received 3354077|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
69,69,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4666/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5529210|UE 1234: ulsch_rounds 3137/636/636/436, ulsch_DTX 237, ulsch_errors 188, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3561665, ulsch_total_bytes_received 3399044|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
70,70,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4728/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5602680|UE 1234: ulsch_rounds 3177/644/644/442, ulsch_DTX 237, ulsch_errors 189, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3607017, ulsch_total_bytes_received 3445164|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
71,71,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4791/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5677335|UE 1234: ulsch_rounds 3219/652/652/447, ulsch_DTX 237, ulsch_errors 190, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3654675, ulsch_total_bytes_received 3491284|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
72,72,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4853/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5750805|UE 1234: ulsch_rounds 3261/659/659/453, ulsch_DTX 237, ulsch_errors 191, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3702333, ulsch_total_bytes_received 3538557|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
73,73,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4915/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5824275|UE 1234: ulsch_rounds 3303/667/667/457, ulsch_DTX 237, ulsch_errors 192, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3750087, ulsch_total_bytes_received 3586983|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
74,74,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 4978/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5898930|UE 1234: ulsch_rounds 3347/675/675/460, ulsch_DTX 237, ulsch_errors 192, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3800051, ulsch_total_bytes_received 3636562|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
75,75,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5040/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 5972400|UE 1234: ulsch_rounds 3388/683/683/465, ulsch_DTX 237, ulsch_errors 193, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3846556, ulsch_total_bytes_received 3682682|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
76,76,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5103/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6047055|UE 1234: ulsch_rounds 3431/691/690/469, ulsch_DTX 237, ulsch_errors 194, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3895367, ulsch_total_bytes_received 3731108|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
77,77,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5165/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6120525|UE 1234: ulsch_rounds 3472/698/698/476, ulsch_DTX 237, ulsch_errors 197, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3941872, ulsch_total_bytes_received 3774922|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
78,78,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5226/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6192810|UE 1234: ulsch_rounds 3513/706/706/479, ulsch_DTX 237, ulsch_errors 199, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 3988473, ulsch_total_bytes_received 3821042|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
79,79,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5288/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6266280|UE 1234: ulsch_rounds 3555/714/714/484, ulsch_DTX 237, ulsch_errors 199, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4036131, ulsch_total_bytes_received 3868315|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
80,80,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5350/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6339750|UE 1234: ulsch_rounds 3596/722/721/490, ulsch_DTX 237, ulsch_errors 204, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4082636, ulsch_total_bytes_received 3909823|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
81,81,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5412/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6413220|UE 1234: ulsch_rounds 3637/729/729/496, ulsch_DTX 237, ulsch_errors 207, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4129237, ulsch_total_bytes_received 3953637|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
82,82,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5474/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6486690|UE 1234: ulsch_rounds 3679/737/737/500, ulsch_DTX 237, ulsch_errors 209, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4176895, ulsch_total_bytes_received 4000910|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
83,83,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5537/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6561345|UE 1234: ulsch_rounds 3721/745/745/505, ulsch_DTX 237, ulsch_errors 211, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4224553, ulsch_total_bytes_received 4045877|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
84,84,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5599/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6634815|UE 1234: ulsch_rounds 3763/753/753/509, ulsch_DTX 237, ulsch_errors 213, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4272211, ulsch_total_bytes_received 4091997|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
85,85,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5661/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6708285|UE 1234: ulsch_rounds 3804/760/760/516, ulsch_DTX 237, ulsch_errors 215, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4318716, ulsch_total_bytes_received 4136964|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
86,86,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5724/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6782940|UE 1234: ulsch_rounds 3846/768/768/521, ulsch_DTX 237, ulsch_errors 215, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4366470, ulsch_total_bytes_received 4185390|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
87,87,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (10 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5786/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6856410|UE 1234: ulsch_rounds 3886/776/776/527, ulsch_DTX 237, ulsch_errors 217, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4411822, ulsch_total_bytes_received 4229204|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
88,88,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5848/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6929880|UE 1234: ulsch_rounds 3928/784/784/531, ulsch_DTX 237, ulsch_errors 218, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4459480, ulsch_total_bytes_received 4277630|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
89,89,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5906/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 6998610|UE 1234: ulsch_rounds 3967/791/791/536, ulsch_DTX 237, ulsch_errors 219, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4503775, ulsch_total_bytes_received 4320291|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
